inquiry_id,customer_message,brand_reply
97031,"Is it just me or is the @115858 app store a piece of shit? I rarely use it, but everytime I need to, it's always the biggest pain in the ass!",@137180 We'd like to look into the issues you're having with the Apple Store app. Can you explain the issues you are seeing?
1767369,@AppleSupport please send a fix or work around for this: https://t.co/Wwx4Fbb1Ct,@531436 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2698051,"my phone is mad glitchy, it freezes, &amp; it keeps erasing all of my pics then they they download &amp; show up in my albums again. @115858 what is going on",@670126 Let's look into this for you.  Send us a DM with your current iOS version and a screenshot of your iCloud photo settings located under Settings &gt; Name &gt; iCloud &gt; Photos. https://t.co/GDrqU22YpT
1010503,"@AppleSupport Yes, updated to latest one.",@123516 Thanks! Please send us a DM and give us more details about the way you see iMessage behaving. We're here for you. https://t.co/GDrqU22YpT
1297500,"The closer to the release date of the iPhone X my phone been fucking up so much, I’m onto you @115858",@423205 What kind of issues are you having with the iOS? Let us know so we can help out.
1913178,@AppleSupport MacBook Pro offered new OS so I started the process. Since then I can’t boot. Stuck on the boot screen. https://t.co/z0ujSC753m,@569880 We appreciate you reaching out to us about your Mac. You did reach us while we were out of the office so we wanted to check in and see the status. Any change to what you're seeing on your Mac?
1570354,@AppleSupport post upgrade to iOS11.1 on my iphone6s I cant make any calls. Tried restoring still no joy super frustrated,@484274 We'd love to assist. What exactly happens when you try to make a call. Do you see Searching or No Service in the upper left?
942752,"I am simply baffled by how badly @115858 @AppleSupport can mess up an order. Wrong keyboard, wrong name on AppleCare. #makeitright 🤦🏻‍♂️",@129079 Let’s make this right. To begin let’s have our Apple Online Sales Support partner with you here: https://t.co/8yjRd1Xo0i
1631177,@AppleSupport Can you check DM’s I’m reporting a problem with the new update,@499218 We've received your new DM and we've responded there. Keep an eye out for our response there.
1557752,"@AppleSupport after upgrading to #iOS11 and 11.0.3 my #iPhone7 become very unstable, always hangs, restarts, the screen never wakes up.. 😭😡😞",@481500 We'd love to help. Please let us know in DM if you're experiencing these issues while using a particular app. https://t.co/GDrqU22YpT
1767371,@AppleSupport @AppleSupport NOOOO https://t.co/f7ECuCQ9qY,"@202938 Hey, we know your Photos are important. For help, please reach out to our Photos experts here:  https://t.co/IBIY3vMgPj"
1697460,@115858 please fix my I’s,@514896 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1432493,WHY CANT 👁 TWEET THE LETTER “EYE” @115858 @AppleSupport,@452630 That should not be happening. Let us help. Tell us more about this in DM. https://t.co/GDrqU22YpT
126375,@AppleSupport @144367 @144365 My battery percentage isn’t correct...help?,@144366 Happy to! Can you provide us with more details about what's going on? Which device and iOS version are you using? Let us know in DM. https://t.co/GDrqU22YpT
1235659,@AppleSupport It started happening recently. And battery life has started recently too. I don’t have many apps. And I don’t have Bluetooth on either,"@409822 Check out this link for temperature concerns: https://t.co/otCvUAaFQq Also, try the recommendations here: https://t.co/bivpdfBNJ6"
1148804,@AppleSupport iPhone 6s and 11.0.3,@390344 Thanks for clarifying. We'd like to take a closer look into this in DM. Send us a message and we will follow up there. https://t.co/GDrqU22YpT
2702231,@759026 seems like you need the iPhone fix for the letter ‘I’ so here you go. Now I have issue with ‘it’. Darn @AppleSupport https://t.co/aY0ii64bVv,"@532837 We want to take a further look into this if you’re having issues with your keyboard. DM us your current iOS version, and we’ll take a look at it with you there. https://t.co/GDrqU22YpT"
599076,"I upgraded to iOS 11.2 because I got hit by @115858's notifications bug (disabling app notifications between crashes was fun), and now my phone won't start, won't hard reset, won't DFU, nothing. It just displays the red battery icon. @AppleSupport I can't be the only one, right?",@262084 We'd be happy to help. Check out this link to see if it helps: https://t.co/8MvHMFZ83h
1725278,👁 am sick of the games @115858 get your shit together,@521809 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
1597289,@AppleSupport whenever texting vowels by themselves it automatically corrects. I️ I️ I️,@490679 Hello there. Try out this work around until this issue is fixed in a future update: https://t.co/xU1AGHStV6
2025907,"@AppleSupport I keep my Mac screen colors inverted, but when it wakes in 10.13, it reverts to normal and I can’t invert again w/out reboot.",@393679 We can definitely look into this further with you. Which macOS are you running currently? DM to let us know. https://t.co/GDrqU22YpT
1535684,@476174 @AppleSupport Same,"@592774 We’d like to look into this with you. To start, send us a DM letting us know which device and software version you’re using. https://t.co/GDrqU22YpT"
1080427,@AppleSupport Love an automated reply,"@374875 If you’re still experiencing issues then we’d like to help, meet us in DM so we can do just that. https://t.co/GDrqU22YpT"
2036413,"Hey @115858, #Siri sucks. How can @122986 seem to get it right but you can’t? https://t.co/S8Ct3OvzZl",@602072 Thanks for reaching out. We'd like to take a look at this with you. Please DM us your country to get started. https://t.co/GDrqU22YpT
817012,@AppleSupport None whatsoever,@314584 Be sure that you’ve got a current backup and update your iOS to 11.0.3. Send a DM if you need help: https://t.co/80YRnjDFDk https://t.co/GDrqU22YpT
1676999,@115858 needs to fix this i️ shit,@510100 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1300718,@AppleSupport why do the alarms on my iPhone 6 sound a few minutes late? iOS 11 in airplane mode,@409816 We'd love to help. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU2kzhr
2573882,@AppleSupport Understand it can be done simply on an iMac which is what I use currently. I wanted to get a MacBook Pro but am unable to touch the touch ID button by skin contact. Does the power button also act as physical button that can be pressed without actual skin contact?,"@568173 Thanks. The Touch ID button on the Macbook Pro is a physical button as well, it can be pressed and held down to power off if Touch ID functionality isn't an option."
2774272,@AppleSupport why are my lock screen notifications doing this? https://t.co/CP6jXkjwQ8,@387092 We can help get to the bottom of what's happening with those notifications. Which notifications are you seeing this with? Let us know in DM and we'll get started there. https://t.co/GDrqU22YpT
2295744,@AppleSupport &lt;14 hours after I upgraded my original Apple Watch to WatchOS 4.1: The calendar doesn’t work (says its uninstalled?) and it’s now frozen to the point of needing a hard restart twice. How do I fix this? https://t.co/fPoLnfcGL0,"@351514 we understand how convenient and important your Apple Watch is. We're here to help. Meet us in DM with the iPhone you're paired with, and the version of iOS on that device. https://t.co/GDrqU22YpT"
1094123,"@AppleSupport Yes, correct. Have turned off/on several times &amp; also reinstalled twitter, but continues to disconnect from WiFi. No other apps affected.",@378230 Thanks for confirming and performing those troubleshooting steps! Join us in DM with the country in which you're located. https://t.co/GDrqU22YpT
2285862,@116333 so far your company hasn’t given me the help needed with my battery issue or answered any of my other issues. @AppleSupport,"@527841 We're happy to help with your battery issues. As we were working in DM, let's continue there. https://t.co/GDrqU22YpT"
1516195,And why TF do iPhones make their “I️” into something stupid now @115858,"@471781 Reach out to us via DM, then we can advise you on this from there. https://t.co/GDrqU22YpT"
